order_item_id,order_id,product_id,quantity,discount_percent
1356,396,315,4,52
1357,452,262,3,75
1358,169,143,5,36
1359,851,62,1,39
1360,142,162,1,52
1361,994,291,4,41
1362,952,171,1,18
1363,56,444,4,98
1364,459,449,4,91
1365,612,484,2,94
1366,23,315,4,74
1367,264,351,3,17
1368,590,57,3,55
1369,673,191,1,23
1370,201,150,4,59
1371,878,354,1,36
1372,996,253,5,59
1373,141,192,1,66
1374,672,27,4,3
1375,666,313,5,17
1376,464,285,2,99
1377,456,331,2,88
1378,582,358,3,40
1379,945,203,4,51
1380,456,7,4,25
1381,225,344,2,100
1382,533,219,2,0
1383,142,453,2,3
1384,862,26,5,37
1385,275,65,4,32
1386,891,279,2,26
1387,218,217,4,86
1388,24,485,5,21
1389,708,277,5,51
1390,758,327,1,89
1391,9,437,3,81
1392,622,470,3,55
1393,614,69,1,71
1394,940,215,3,72
1395,54,59,2,18
1396,379,391,1,72
1397,384,26,1,9
1398,340,150,4,14
1399,806,461,5,91
1400,726,329,1,69
1401,222,488,5,93
1402,655,388,1,36
1403,70,32,3,7
1404,66,179,4,49
1405,349,39,2,42
1406,650,336,1,35
1407,223,245,3,58
1408,518,26,2,5
1409,13,53,4,66
1410,391,145,4,14
1411,836,231,5,33
1412,986,475,5,4
1413,474,405,1,51
1414,540,356,5,82
1415,496,360,1,55
1416,375,265,4,54
1417,530,217,1,10
1418,482,424,4,56
1419,754,365,5,25
1420,164,212,1,60
1421,737,165,1,42
1422,550,107,3,24
1423,660,277,1,75
1424,336,226,2,69
1425,374,488,2,31
1426,608,395,5,20
1427,398,205,2,12
1428,796,359,4,42
1429,69,349,3,69
1430,952,218,4,70
1431,890,107,1,99
1432,156,404,5,43
1433,923,423,4,22
1434,394,221,5,71
1435,228,131,3,8
1436,831,379,1,21
1437,896,266,3,38
1438,992,123,1,69
1439,196,482,1,68
1440,947,242,2,92
1441,655,234,2,71
1442,865,86,4,60
1443,942,383,1,15
1444,514,150,2,40
1445,751,247,5,49
1446,799,309,1,1
1447,85,75,1,6
1448,734,440,3,18
1449,692,149,4,27
1450,988,27,3,94
1451,870,421,4,60
1452,634,428,4,15
1453,597,324,4,13
1454,727,313,4,44
1455,413,395,4,52
1456,622,313,4,67
1457,200,148,-3,2
1458,731,188,2,20
1459,860,145,2,86
1460,730,187,2,99
1461,206,491,2,16
1462,594,39,3,31
1463,721,7,4,2
1464,292,245,2,53
1465,117,172,4,100
1466,118,43,3,4
1467,99,23,1,50
1468,932,78,4,1
1469,34,69,4,44
1470,735,107,3,59
1471,613,234,5,26
1472,296,260,5,91
1473,504,458,1,76
1474,291,293,4,60
1475,838,130,4,31
1476,728,259,4,81
1477,291,348,-2,19
1478,213,47,4,88
1479,674,209,4,46
1480,531,73,3,50
1481,271,440,5,21
1482,511,343,-2,37
1483,831,18,2,2
1484,681,26,1,38
1485,387,405,1,40
1486,25,287,3,35
1487,147,254,1,51
1488,208,374,1,82
1489,203,121,3,53
1490,932,112,4,76
1491,853,460,2,1
1492,60,30,1,75
1493,841,305,5,30
1494,455,267,-1,93
1495,964,159,5,5
1496,660,486,2,42
1497,286,34,3,69
1498,615,388,2,79
1499,637,379,2,6
1500,724,113,4,53
1501,249,395,4,50
1502,939,330,1,65
1503,85,72,2,86
1504,533,35,3,97
1505,799,235,3,98
1506,4,447,3,91
1507,849,442,1,4
1508,698,281,2,86
1509,251,5,5,55
1510,208,310,4,79
1511,143,49,5,74
1512,765,158,2,85
1513,239,243,4,93
1514,664,15,1,51
1515,438,246,1,65
1516,408,446,2,84
1517,830,491,2,52
1518,443,279,5,85
1519,26,45,4,99
1520,166,236,4,22
1521,189,218,4,55
1522,851,354,5,1
1523,705,100,4,82
1524,973,203,3,21
1525,939,329,5,86
1526,551,496,5,0
1527,595,299,2,40
1528,109,70,3,43
1529,492,239,2,55
1530,618,429,4,48
1531,563,430,2,71
1532,760,273,-1,40
1533,75,471,3,15
1534,112,457,4,42
1535,597,97,5,8
1536,143,303,3,50
1537,96,274,5,56
1538,117,431,3,67
1539,58,447,3,99
1540,736,309,2,33
1541,721,327,2,66
1542,575,428,4,44
1543,51,321,-2,82
1544,145,302,2,2
1545,749,450,2,43
1546,66,330,5,50
1547,37,253,3,21
1548,993,12,4,84
1549,353,77,2,20
1550,194,209,5,26
1551,650,288,1,49
1552,43,7,4,81
1553,963,70,3,100
1554,395,334,4,17
1555,825,294,4,46
1556,968,406,3,3
1557,335,254,1,82
1558,313,201,5,47
1559,695,398,4,32
1560,390,278,4,100
1561,662,156,3,47
1562,339,371,1,35
1563,440,459,5,68
1564,429,182,5,25
1565,894,138,5,25
1566,576,380,2,84
1567,362,336,5,54
1568,876,214,4,27
1569,402,425,3,66
1570,158,16,4,60
1571,483,3,5,77
1572,163,396,4,98
1573,575,112,3,38
1574,999,374,4,76
1575,888,275,-1,45
1576,742,405,3,40
1577,370,370,1,76
1578,276,206,4,21
1579,9,27,4,25
1580,940,389,5,97
1581,47,357,4,57
1582,757,251,2,75
1583,651,404,3,85
1584,703,3,2,71
1585,65,216,2,42
1586,360,57,3,4
1587,706,357,1,38
1588,24,337,2,71
1589,215,176,2,8
1590,476,306,3,98
1591,689,351,2,28
1592,636,440,3,24
1593,739,372,1,14
1594,673,181,5,3
1595,890,86,4,45
1596,472,419,3,19
1597,861,346,4,23
1598,353,57,1,67
1599,229,271,2,70
1600,359,179,3,43
1601,266,324,4,5
1602,844,466,1,74
1603,97,41,4,85
1604,312,177,3,40
1605,226,353,4,89
1606,784,214,2,60
1607,866,56,4,58
1608,453,129,4,12
1609,144,434,1,85
1610,488,192,4,92
1611,891,383,2,97
1612,905,52,2,96
1613,527,132,5,15
1614,803,336,4,50
1615,604,319,1,54
1616,86,309,-4,30
1617,865,121,5,76
1618,76,224,4,7
1619,34,365,3,92
1620,605,277,2,16
1621,721,371,4,56
1622,824,52,2,97
1623,801,118,5,71
1624,40,158,5,44
1625,93,337,3,83
1626,149,190,5,31
1627,376,24,2,70
1628,740,122,1,31
1629,483,186,3,56
1630,190,311,5,8
1631,340,150,5,3
1632,644,133,2,10
1633,725,104,3,31
1634,630,191,2,10
1635,703,335,2,85
1636,496,248,1,86
1637,329,9,4,18
1638,118,486,4,77
1639,925,401,3,8
1640,219,439,2,65
1641,438,73,5,10
1642,749,258,4,29
1643,160,81,1,75
1644,407,291,1,100
1645,224,348,4,55
1646,117,396,1,45
1647,527,350,-4,62
1648,659,150,3,76
1649,861,374,1,47
1650,58,131,3,40
1651,829,91,1,16
1652,387,381,5,31
1653,569,314,1,27
1654,318,327,3,7
1655,324,258,4,57
1656,49,122,-1,34
1657,800,369,2,34
1658,707,236,3,38
1659,550,365,2,30
1660,555,259,1,5
1661,250,426,5,85
1662,177,37,1,96
1663,250,126,3,48
1664,559,159,-2,19
1665,241,275,5,21
1666,242,89,1,98
1667,202,351,1,96
1668,536,63,4,28
1669,10,122,5,72
1670,697,45,4,31
1671,615,7,4,95
1672,724,157,4,54
1673,48,22,1,45
1674,264,358,1,99
1675,486,468,1,58
1676,248,138,5,46
1677,29,407,5,77
1678,185,111,4,0
1679,83,392,1,99
1680,83,319,3,82
1681,266,479,3,53
1682,146,316,4,44
1683,843,59,5,23
1684,511,41,2,56
1685,701,416,1,88
1686,514,257,4,96
1687,436,124,5,45
1688,138,380,4,97
1689,946,398,4,69
1690,26,191,3,63
1691,101,101,5,67
1692,294,422,1,21
1693,223,352,3,85
1694,71,155,3,100
1695,391,91,4,54
1696,224,1,3,87
1697,825,235,4,99
1698,306,90,1,47
1699,524,117,1,76
1700,545,378,4,26
1701,426,135,4,3
1702,398,161,4,68
1703,397,304,5,61
1704,222,194,5,71
1705,237,2,1,35
1706,499,350,5,82
1707,747,117,1,97
1708,999,93,2,99
1709,971,305,1,84
1710,495,479,1,49
1711,229,144,1,5
1712,52,194,2,74
1713,557,232,2,16
1714,288,246,1,66
1715,90,275,1,57
1716,792,485,4,83
1717,848,246,3,86
1718,628,374,5,83
1719,591,245,3,74
1720,640,308,1,40
1721,890,70,1,62
1722,286,280,4,42
1723,365,265,1,70
1724,679,53,1,55
1725,217,324,3,52
1726,97,209,2,12
1727,473,490,3,45
1728,183,382,4,13
1729,313,312,4,27
1730,575,260,1,11
1731,914,109,5,88
1732,664,298,5,6
1733,971,86,1,14
1734,659,422,1,63
1735,506,179,2,87
1736,118,200,2,88
1737,944,62,2,9
1738,882,270,3,34
1739,773,435,1,39
1740,855,29,2,60
1741,616,183,3,47
1742,341,258,2,43
1743,926,496,2,87
1744,601,281,1,19
1745,286,376,2,77
1746,149,467,3,99
1747,351,55,4,34
1748,615,359,2,41
1749,900,35,3,63
1750,920,92,1,90
1751,724,97,4,4
1752,556,203,2,73
1753,367,133,1,26
1754,569,129,3,29
1755,399,112,1,77
1756,917,396,4,76
1757,678,378,3,99
1758,48,334,5,54
1759,314,186,5,68
1760,645,143,1,71
1761,626,310,2,89
1762,496,326,2,42
1763,779,474,1,53
1764,66,35,2,27
1765,482,99,-4,57
1766,710,70,1,61
1767,724,151,1,90
1768,313,68,2,82
1769,872,484,3,12
1770,538,451,2,7
1771,935,126,2,93
1772,321,158,1,12
1773,103,333,3,37
1774,304,390,5,34
1775,685,16,2,88
1776,828,429,3,0
1777,316,225,4,44
1778,961,47,1,85
1779,437,337,1,43
1780,281,5,5,73
1781,317,254,3,24
1782,635,362,1,24
1783,328,160,2,38
1784,96,351,5,7
1785,845,92,4,9
1786,842,400,1,3
1787,326,197,3,78
1788,768,296,5,22
1789,980,90,2,61
1790,391,222,5,84
1791,434,308,2,99
1792,356,120,2,68
1793,583,129,1,8
1794,555,401,2,77
1795,856,319,2,100
1796,130,144,-2,37
1797,435,345,2,65
1798,277,210,2,25
1799,691,265,5,77
1800,244,132,2,60
1801,962,491,5,48
1802,627,131,1,64
1803,828,186,3,22
1804,745,288,2,49
1805,968,69,5,42
1806,461,138,2,43
1807,23,296,3,20
1808,874,287,5,79
1809,624,140,4,80
1810,255,292,4,77
1811,433,146,3,26
1812,99,430,4,51
1813,265,235,1,70
1814,5,20,5,75
1815,140,282,5,58
1816,282,146,5,82
1817,387,265,4,55
1818,552,313,5,33
1819,419,359,1,58
1820,876,329,1,55
1821,88,434,3,79
1822,85,42,1,97
1823,537,134,4,13
1824,492,425,3,53
1825,334,1,3,9
1826,518,217,1,87
1827,504,340,3,33
1828,741,350,2,26
1829,213,497,3,78
1830,446,295,-5,41
1831,1000,475,3,41
1832,18,331,3,100
1833,878,363,5,29
1834,319,24,2,91
1835,271,462,2,71
1836,483,426,5,75
1837,340,411,4,15
1838,35,433,2,42
1839,883,350,2,68
1840,723,252,4,95
1841,386,448,3,65
1842,74,323,4,97
1843,530,332,3,73
1844,767,209,5,6
1845,201,166,5,44
1846,738,431,1,2
1847,871,392,2,56
1848,387,308,3,10
1849,626,333,2,0
1850,659,472,5,47
1851,890,463,4,58
1852,386,389,4,6
1853,397,168,4,18
1854,199,383,4,27
1855,697,145,2,80
1856,413,261,5,48
1857,736,126,2,13
1858,691,494,2,25
1859,451,348,4,11
1860,863,381,1,57
1861,859,64,4,38
1862,366,237,4,54
1863,424,456,2,49
1864,402,228,5,40
1865,522,315,5,77
1866,508,136,4,98
1867,628,140,3,83
1868,293,430,5,91
1869,602,182,2,57
1870,807,130,1,96
1871,488,200,4,53
1872,289,13,-3,19
1873,888,246,4,59
1874,316,306,4,44
1875,91,39,3,96
1876,213,334,2,7
1877,60,404,1,82
1878,585,436,3,94
1879,419,191,4,45
1880,154,124,3,92
1881,251,269,3,83
1882,375,126,3,23
1883,886,347,2,52
1884,33,324,1,4
1885,30,438,5,94
1886,62,377,2,39
1887,772,341,3,53
1888,615,353,5,64
1889,754,205,3,10
1890,105,350,3,64
1891,985,230,3,51
1892,320,374,3,60
1893,946,48,5,82
1894,419,262,-4,85
1895,738,237,5,52
1896,667,440,4,70
1897,726,315,1,94
1898,137,189,4,43
1899,601,192,1,67
1900,70,142,2,89
1901,238,2,2,73
1902,509,217,3,2
1903,859,247,2,79
1904,179,469,2,8
1905,364,35,2,11
1906,386,17,3,62
1907,889,125,2,70
1908,93,130,4,93
1909,348,86,3,58
1910,310,424,2,0
1911,621,135,-3,13
1912,919,383,2,92
1913,517,247,2,45
1914,551,469,4,52
1915,888,443,4,61
1916,209,47,2,46
1917,691,97,1,18
1918,383,101,3,53
1919,548,418,1,44
1920,637,480,5,99
1921,654,86,1,62
1922,336,176,5,79
1923,592,268,3,90
1924,813,499,1,21
1925,568,193,3,46
1926,860,455,1,48
1927,777,318,2,27
1928,966,438,1,75
1929,546,391,5,11
1930,734,392,1,93
1931,201,492,5,8
1932,887,198,2,33
1933,622,419,2,39
1934,106,353,5,47
1935,763,431,2,97
1936,861,301,1,22
1937,322,80,4,24
1938,90,152,4,11
1939,86,171,3,46
1940,56,488,1,41
1941,195,31,-3,37
1942,452,273,1,85
1943,916,25,5,94
1944,629,282,3,84
1945,328,234,4,94
1946,443,122,3,41
1947,311,62,5,94
1948,612,303,1,18
1949,629,440,5,34
1950,57,214,3,87
1951,633,470,1,2
1952,108,470,4,82
1953,631,48,1,7
1954,910,431,5,81
1955,681,129,2,94
1956,549,73,4,64
1957,156,352,1,81
1958,365,476,4,21
1959,391,428,5,72
1960,978,75,1,67
1961,278,255,5,90
1962,4,6,3,72
1963,678,410,3,63
1964,136,283,4,6
1965,162,75,1,5
1966,677,238,3,71
1967,506,377,2,32
1968,570,238,1,18
1969,91,152,3,23
1970,831,23,3,86
1971,906,474,1,90
1972,936,324,-5,51
1973,390,23,-3,70
1974,811,479,-2,33
1975,802,184,3,61
1976,978,412,4,88
1977,990,175,1,91
1978,264,446,1,81
1979,747,300,5,42
1980,987,353,3,26
1981,923,200,3,80
1982,442,413,2,28
1983,504,272,5,65
1984,902,196,3,54
1985,934,315,5,30
1986,399,338,1,53
1987,907,475,-2,75
1988,91,51,2,71
1989,945,144,4,75
1990,772,229,1,96
1991,16,110,5,2
1992,125,390,3,66
1993,784,166,2,71
1994,736,292,3,39
1995,729,386,1,33
1996,577,375,1,46
1997,452,66,5,30
1998,904,48,4,60
1999,58,420,5,42
2000,130,337,-4,63
2001,570,131,5,97
2002,835,321,5,95
2003,855,410,3,48
2004,153,304,2,47
2005,962,340,5,84
2006,908,82,5,21
2007,923,1,1,67
2008,252,192,2,5
2009,523,264,3,54
2010,306,349,4,62
2011,655,254,5,2
2012,409,143,3,70
2013,997,138,3,73
2014,589,244,3,18
2015,366,326,2,10
2016,331,460,3,87
2017,338,308,2,64
2018,501,141,5,90
2019,284,45,1,90
2020,995,270,4,87
2021,951,81,4,56
2022,124,430,1,78
2023,435,132,3,28
2024,417,183,3,9
2025,798,329,4,39
2026,627,207,4,67
2027,244,479,1,6
2028,212,180,5,23
2029,113,203,2,4
2030,755,168,5,60
2031,159,89,3,18
2032,288,389,5,95
2033,791,340,5,21
2034,421,284,1,72
2035,785,131,4,83
2036,978,43,5,4
2037,813,105,2,38
2038,74,430,3,28
2039,248,192,5,51
2040,765,249,1,44
2041,280,214,1,44
2042,158,457,4,5
2043,448,249,3,95
2044,413,325,2,63
2045,645,171,2,50
2046,874,407,3,79
2047,110,307,2,90
2048,358,210,4,94
2049,700,79,5,46
2050,175,44,3,41
2051,871,402,2,71
2052,21,345,4,58
2053,328,282,2,11
2054,396,94,4,33
2055,622,190,4,61
2056,274,148,4,0
2057,625,398,1,61
2058,85,342,5,89
2059,103,311,5,8
2060,384,190,1,19
2061,705,142,3,12
2062,619,400,2,43
2063,103,220,3,79
2064,533,389,2,66
2065,345,340,5,60
2066,456,223,3,48
2067,597,460,-1,61
2068,334,156,5,33
2069,726,108,3,28
2070,443,275,4,84
2071,345,441,4,72
2072,145,372,1,74
2073,628,440,1,62
2074,973,356,2,38
2075,355,108,3,75
2076,128,27,1,14
2077,342,330,3,59
2078,235,393,3,78
2079,247,340,1,84
2080,550,248,2,22
2081,375,240,5,43
2082,107,115,3,34
2083,749,325,4,39
2084,547,169,3,59
2085,682,161,2,30
2086,550,188,3,44
2087,855,397,5,100
2088,353,249,5,38
2089,371,476,5,12
2090,413,23,2,100
2091,544,396,3,80
2092,796,100,4,21
2093,760,377,-3,56
2094,19,239,1,32
2095,608,500,4,81
2096,261,374,4,85
2097,738,415,2,37
2098,358,366,3,73
2099,43,266,2,63
2100,382,366,4,4
2101,27,98,5,49
2102,80,236,3,78
2103,675,434,1,97
2104,768,19,4,58
2105,662,139,5,4
2106,443,359,5,22
2107,321,161,1,50
2108,160,57,3,74
2109,243,341,5,98
2110,600,218,4,51
2111,362,102,4,62
2112,377,451,3,90
2113,418,24,4,7
2114,137,274,5,27
2115,88,496,2,29
2116,840,55,-2,78
2117,279,98,1,77
2118,878,159,2,63
2119,999,315,2,55
2120,689,473,2,40
2121,791,373,5,52
2122,840,453,1,88
2123,987,12,2,90
2124,997,457,1,85
2125,468,345,2,46
2126,448,432,3,71
2127,400,423,1,65
2128,871,176,2,85
2129,919,374,4,75
2130,725,399,1,18
2131,885,391,5,49
2132,598,54,1,16
2133,980,101,2,9
2134,674,86,3,20
2135,85,473,1,74
2136,658,280,5,18
2137,830,317,3,50
2138,777,164,4,33
2139,280,194,3,89
2140,384,352,3,35
2141,79,57,5,12
2142,705,273,3,10
2143,944,231,2,65
2144,704,174,2,7
2145,846,332,5,12
2146,222,228,4,65
2147,103,275,3,63
2148,267,196,-2,21
2149,77,134,5,31
2150,332,137,1,12
2151,454,87,5,26
2152,12,101,1,65
2153,797,203,3,59
2154,48,375,5,1
2155,678,341,4,55
2156,557,122,4,48
2157,619,192,1,61
2158,495,353,1,81
2159,982,49,4,18
2160,559,269,5,50
2161,673,154,1,64
2162,589,114,1,28
2163,688,83,4,38
2164,815,206,3,78
2165,306,56,5,78
2166,38,166,2,77
2167,397,402,3,72
2168,579,369,-4,82
2169,306,67,3,84
2170,723,493,5,57
2171,127,283,1,94
2172,573,294,1,24
2173,558,73,5,50
2174,12,237,3,22
2175,341,473,2,8
2176,653,462,4,93
2177,896,175,2,51
2178,144,90,1,54
2179,952,388,1,70
2180,467,188,-3,65
2181,886,432,5,29
2182,377,280,2,96
2183,306,99,5,81
2184,419,186,4,30
2185,335,436,1,61
2186,941,130,4,73
2187,707,362,-3,15
2188,167,377,1,38
2189,828,392,1,19
2190,251,97,1,73
2191,526,488,5,90
2192,593,7,2,43
2193,884,309,4,12
2194,505,42,-4,89
2195,34,177,4,64
2196,59,458,5,38
2197,260,466,4,0
2198,987,201,3,69
2199,780,325,5,75
2200,245,230,4,71
2201,775,286,4,97
2202,469,238,-4,7
2203,287,115,3,41
2204,672,432,5,91
2205,651,343,2,10
2206,484,390,2,5
2207,182,136,5,53
2208,740,372,4,42
2209,512,459,3,43
2210,1,155,5,35
2211,880,23,5,38
2212,450,372,2,14
2213,353,199,1,43
2214,167,248,1,58
2215,870,299,3,74
2216,307,412,4,52
2217,108,56,1,61
2218,590,243,4,39
2219,371,149,3,53
2220,154,263,5,58
2221,397,350,5,26
2222,346,138,1,97
2223,11,312,5,33
2224,390,271,3,94
2225,864,223,4,92
2226,612,94,4,8
2227,136,477,4,100
2228,35,320,4,56
2229,450,306,3,59
2230,670,106,5,72
2231,417,74,4,28
2232,604,95,4,8
2233,88,29,4,97
2234,367,64,2,70
2235,177,96,1,52
2236,923,335,2,36
2237,238,99,2,6
2238,221,316,5,29
2239,389,12,4,90
2240,855,435,4,72
2241,265,363,2,87
2242,409,314,3,83
2243,350,225,5,50
2244,144,307,3,11
2245,352,125,4,91
2246,34,403,4,33
2247,908,424,5,43
2248,491,400,3,31
2249,985,297,-5,100
2250,171,186,3,39
2251,543,411,1,41
2252,455,211,3,16
2253,820,16,4,71
2254,975,218,5,67
2255,458,279,4,3
2256,44,118,5,16
2257,256,455,1,61
2258,921,48,5,91
2259,574,206,4,26
2260,795,296,2,69
2261,580,269,4,20
2262,532,255,2,89
2263,821,81,3,72
2264,419,89,5,14
2265,683,296,4,39
2266,438,5,2,24
2267,555,286,5,0
2268,20,166,1,89
2269,540,250,3,43
2270,154,481,1,18
2271,749,361,1,10
2272,501,185,3,46
2273,69,204,3,67
2274,141,338,1,7
2275,276,208,4,16
2276,328,333,1,99
2277,176,208,5,57
2278,175,423,1,29
2279,408,29,4,68
2280,350,150,5,24
2281,587,496,3,64
2282,146,462,2,88
2283,408,274,1,54
2284,91,443,3,42
2285,609,79,2,17
2286,78,138,5,43
2287,103,318,4,0
2288,46,370,1,72
2289,624,434,4,85
2290,633,67,3,9
2291,48,62,5,19
2292,739,181,2,30
2293,153,497,5,57
2294,852,138,5,82
2295,773,245,5,43
2296,608,466,1,43
2297,961,324,3,41
2298,80,220,2,77
2299,86,145,5,21
2300,926,404,4,42
2301,471,155,1,39
2302,307,288,4,30
2303,163,198,2,44
2304,530,474,5,30
2305,183,154,5,60
2306,242,389,4,90
2307,492,88,3,38
2308,314,102,3,38
2309,474,266,4,21
2310,888,193,3,60
2311,926,208,3,28
2312,888,347,1,20
2313,586,25,2,34
2314,663,10,3,16
2315,596,443,4,6
2316,739,26,-5,36
2317,68,215,3,61
2318,426,66,3,21
2319,712,399,2,16
2320,609,79,1,28
2321,614,119,1,76
2322,736,491,3,80
2323,935,52,3,18
2324,112,484,1,96
2325,840,94,4,39
2326,265,252,3,53
2327,807,7,1,81
2328,273,65,5,28
2329,338,313,5,94
2330,821,157,2,20
2331,653,125,3,78
2332,426,467,4,100
2333,957,43,3,31
2334,21,405,2,21
2335,935,84,3,59
2336,242,207,3,1
2337,208,74,-5,72
2338,39,361,1,55
2339,465,209,1,82
2340,150,232,5,62
2341,756,362,3,40
2342,961,27,3,22
2343,128,206,5,63
2344,742,362,1,94
2345,974,187,3,73
2346,202,157,2,87
2347,602,10,3,40
2348,758,399,5,23
2349,706,178,2,65
2350,711,114,3,58
2351,848,409,5,12
2352,253,11,4,29
2353,255,323,2,6
2354,236,217,3,12
2355,157,151,-4,32
2356,584,276,3,24
2357,470,81,1,30
2358,46,166,1,51
2359,255,421,2,41
2360,30,250,1,46
2361,333,274,4,6
2362,979,495,3,81
2363,54,140,2,19
2364,838,352,3,43
2365,73,41,5,79
2366,833,191,1,16
2367,523,411,1,62
2368,78,301,1,31
2369,751,499,3,2
2370,761,115,3,78
2371,954,391,1,78
2372,482,57,3,88
2373,775,161,3,63
2374,916,478,4,55
2375,178,491,5,80
2376,285,210,2,2
2377,441,62,4,17
2378,77,344,5,84
2379,972,367,4,30
2380,10,448,1,58
2381,75,161,1,37
2382,322,311,5,84
2383,829,184,4,76
2384,899,40,3,24
2385,710,494,4,3
2386,518,22,5,4
2387,81,470,3,97
2388,751,50,1,93
2389,153,249,5,67
2390,101,276,5,26
2391,819,499,4,84
2392,961,125,5,66
2393,991,261,4,90
2394,361,46,5,87
2395,431,477,5,5
2396,643,19,5,48
2397,410,389,5,68
2398,390,246,2,67
2399,491,487,2,91
2400,844,1,5,14
2401,967,443,3,57
2402,198,235,2,45
2403,19,239,5,28
2404,730,400,1,68
2405,788,205,5,56
2406,533,390,5,74
2407,584,191,1,82
2408,291,312,5,26
2409,914,41,3,49
2410,578,19,4,48
2411,741,214,4,47
2412,575,173,4,12
2413,312,182,4,5
2414,623,408,3,51
2415,311,128,1,64
2416,641,336,4,26
2417,151,9,1,17
2418,855,493,3,54
2419,810,110,2,98
2420,489,247,2,2
2421,102,194,4,88
2422,111,304,2,53
2423,290,281,4,86
2424,873,53,2,33
2425,142,489,3,37
2426,25,337,1,43
2427,33,260,1,85
2428,941,282,2,72
2429,412,324,4,30
2430,490,70,3,48
2431,220,7,2,98
2432,539,113,-1,3
2433,82,150,2,40
2434,315,317,2,2
2435,998,366,3,13
2436,582,290,4,40
2437,424,387,4,19
2438,509,355,2,45
2439,621,409,4,20
2440,159,232,3,80
2441,5,85,2,31
2442,230,460,3,4
2443,762,240,4,13
2444,81,338,3,66
2445,45,423,3,13
2446,872,323,2,98
2447,904,466,1,43
2448,413,221,1,90
2449,118,436,2,27
2450,500,270,5,37
2451,498,326,5,4
2452,391,410,2,53
2453,144,243,4,78
2454,565,415,3,38
2455,16,75,2,33
2456,153,129,5,69
2457,196,371,1,31
2458,241,237,1,38
2459,232,483,1,14
2460,33,357,2,48
2461,647,301,1,33
2462,619,391,2,85
2463,7,197,1,3
2464,954,401,1,64
2465,763,64,1,74
2466,631,65,3,48
2467,693,307,2,38
2468,420,287,5,85
2469,297,33,1,28
2470,288,48,2,96
2471,107,57,5,81
2472,10,486,3,10
2473,238,81,3,81
2474,895,301,1,39
2475,40,258,-3,53
2476,763,141,1,49
2477,304,339,5,58
2478,71,12,2,13
2479,827,182,4,34
2480,129,485,2,58
2481,484,308,3,6
2482,275,14,2,27
2483,960,231,3,33
2484,595,315,-5,57
2485,966,118,2,77
2486,235,202,5,36
2487,836,323,4,38
2488,854,198,1,28
2489,778,415,4,44
2490,67,360,5,5
2491,948,486,4,30
2492,857,19,1,3
2493,618,208,3,37
2494,97,85,3,28
2495,398,477,3,2
2496,452,149,5,51
2497,308,449,5,48
2498,652,299,5,75
2499,259,265,-1,59
2500,666,127,-4,13
2501,55,472,-4,59
2502,74,228,4,97
2503,670,247,3,73
2504,610,102,2,4
2505,106,57,1,56
2506,721,389,4,6
2507,285,316,1,21
2508,275,147,3,11
2509,830,183,3,75
2510,287,117,2,29
2511,532,156,5,93
2512,719,474,3,47
2513,235,291,1,61
2514,28,420,2,93
2515,250,465,1,96
2516,633,356,5,74
2517,642,207,3,27
2518,735,58,5,61
2519,468,121,1,58
2520,582,445,3,97
2521,935,80,3,64
2522,741,78,2,95
2523,843,179,5,48
2524,994,339,2,79
2525,491,338,4,70
2526,95,134,1,30
2527,206,406,1,97
2528,624,200,4,4
2529,375,187,5,82
2530,894,118,3,59
2531,122,451,1,49
2532,26,202,5,71
2533,957,449,3,96
2534,310,206,2,75
2535,611,230,1,13
2536,679,322,3,46
2537,868,448,2,76
2538,257,339,2,60
2539,102,371,5,50
2540,766,299,2,46
2541,619,427,-1,42
2542,947,89,-4,6
2543,683,42,1,85
2544,57,43,3,54
2545,73,434,5,58
2546,265,404,3,98
2547,642,264,1,17
2548,876,119,1,6
2549,570,263,2,83
2550,544,438,3,85
2551,853,294,5,6
2552,704,487,5,51
2553,202,346,2,9
2554,682,135,5,15
2555,911,484,4,80
2556,423,439,3,40
2557,72,311,2,16
2558,791,272,5,17
2559,22,211,2,96
2560,745,204,3,15
2561,65,327,2,3
2562,424,135,1,88
2563,623,123,4,64
2564,935,321,5,75
2565,868,237,-4,35
2566,250,76,2,100
2567,70,366,5,93
2568,184,176,2,100
2569,153,454,4,58
2570,180,195,5,30
2571,267,310,5,72
2572,881,85,2,40
2573,630,213,3,33
2574,533,143,2,95
2575,786,361,5,55
2576,894,498,1,9
2577,995,114,2,5
2578,25,310,5,3
2579,512,246,1,42
2580,357,305,1,98
2581,398,358,2,99
2582,491,476,5,6
2583,365,296,1,88
2584,731,374,3,49
2585,480,87,1,52
2586,742,495,4,50
2587,222,75,2,41
2588,75,275,1,22
2589,353,337,5,75
2590,502,240,2,92
2591,939,408,5,25
2592,368,251,5,40
2593,70,289,2,32
2594,276,350,1,9
2595,692,111,-4,58
2596,728,271,4,18
2597,403,491,4,55
2598,165,187,5,37
2599,165,106,2,3
2600,557,22,3,50
2601,33,381,5,89
2602,988,86,3,81
2603,524,239,2,21
2604,41,455,4,87
2605,538,104,1,21
2606,236,367,4,45
2607,298,279,3,19
2608,484,69,1,8
2609,866,12,5,37
2610,482,130,1,55
2611,165,251,5,89
2612,910,108,4,41
2613,640,375,3,45
2614,701,364,1,2
2615,907,42,1,65
2616,311,353,5,98
2617,132,66,4,22
2618,49,7,-2,53
2619,463,69,2,30
2620,158,382,-5,29
2621,927,98,3,87
